1.4707963267948965 	   4.9958347219742905e-03	   4.9958347219742488e-03
1.5607963267948965 	   4.9999583334736641e-05	   4.9999583334722933e-05
1.5697963267948967 	   4.9999995832550326e-07	   4.9999995833328569e-07
1.5706963267948966 	   4.9999999696126451e-09	   4.9999999958383560e-09
1.5707863267948965 	   5.0000004137018550e-11	   5.0000000000850783e-11
1.5707953267948966 	   5.0004445029117051e-13	   4.9999999997892395e-13
1.5707962267948965 	   4.9960036108132044e-15	   5.0000000119619010e-15
1.5707963167948966 	   0.0000000000000000e+00	   5.0000000004576298e-17
1.5707963257948965 	   0.0000000000000000e+00	   5.0000014397272133e-19
1.5707963266948965 	   0.0000000000000000e+00	   5.0000069506401211e-21
1.5707963267948966 	   0.0000000000000000e+00	   1.8746997283273220e-33
1.5707963268948966 	   0.0000000000000000e+00	   4.9999947041711169e-21
1.5707963277948966 	   0.0000000000000000e+00	   5.0000002150803127e-19
1.5707963367948965 	   0.0000000000000000e+00	   4.9999998779929518e-17
1.5707964267948966 	   4.9960036108132044e-15	   4.9999999997154334e-15
1.5707973267948965 	   5.0004445029117051e-13	   4.9999999985645931e-13
1.5708063267948966 	   5.0000004137018550e-11	   4.9999999999626129e-11
1.5708963267948965 	   4.9999999696126451e-09	   4.9999999958261079e-09
1.5717963267948964 	   4.9999995832550326e-07	   4.9999995833316340e-07
1.5807963267948966 	   4.9999583334736641e-05	   4.9999583334721700e-05
1.6707963267948966 	   4.9958347219742905e-03	   4.9958347219742367e-03
